corpus,split,song_id,mix_path,midi_path,n_stems,duration_sec
slakh,train,Track00393,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00393/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00393/all_src.mid,7,212.28843537414966
slakh,train,Track00394,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00394/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00394/all_src.mid,6,236.5300680272109
slakh,train,Track00395,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00395/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00395/all_src.mid,13,191.51818594104307
slakh,train,Track00396,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00396/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00396/all_src.mid,7,207.9114739229025
slakh,train,Track00397,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00397/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00397/all_src.mid,7,261.7121088435374
slakh,train,Track00398,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00398/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00398/all_src.mid,7,215.38829931972788
slakh,train,Track00399,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00399/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00399/all_src.mid,12,211.44090702947847
slakh,train,Track00400,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00400/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00400/all_src.mid,9,187.60562358276644
slakh,train,Track00402,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00402/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00402/all_src.mid,11,239.64154195011338
slakh,train,Track00403,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00403/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00403/all_src.mid,10,235.33424036281178
slakh,train,Track00404,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00404/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00404/all_src.mid,7,140.6548752834467
slakh,train,Track00405,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00405/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00405/all_src.mid,10,267.1920181405896
slakh,train,Track00406,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00406/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00406/all_src.mid,10,340.85732426303855
slakh,train,Track00407,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00407/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00407/all_src.mid,10,180.50031746031746
slakh,train,Track00408,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00408/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00408/all_src.mid,12,346.1514739229025
slakh,train,Track00409,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00409/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00409/all_src.mid,12,184.42448979591836
slakh,train,Track00410,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00410/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00410/all_src.mid,12,255.07120181405895
slakh,train,Track00411,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00411/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00411/all_src.mid,8,168.2053514739229
slakh,train,Track00412,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00412/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00412/all_src.mid,9,269.5720634920635
slakh,train,Track00413,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00413/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00413/all_src.mid,8,183.07773242630387
slakh,train,Track00414,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00414/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00414/all_src.mid,9,203.0701133786848
slakh,train,Track00415,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00415/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00415/all_src.mid,14,326.90213151927435
slakh,train,Track00416,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00416/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00416/all_src.mid,12,306.49179138321995
slakh,train,Track00417,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00417/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00417/all_src.mid,11,201.37505668934241
slakh,train,Track00418,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00418/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00418/all_src.mid,11,294.6263945578231
slakh,train,Track00419,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00419/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00419/all_src.mid,11,280.60154195011336
slakh,train,Track00420,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00420/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00420/all_src.mid,9,300.26884353741497
slakh,train,Track00421,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00421/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00421/all_src.mid,7,365.0060770975057
slakh,train,Track00423,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00423/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00423/all_src.mid,8,248.07038548752834
slakh,train,Track00426,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00426/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00426/all_src.mid,13,216.08489795918368
slakh,train,Track00427,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00427/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00427/all_src.mid,11,258.9953741496599
slakh,train,Track00428,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00428/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00428/all_src.mid,14,281.90185941043086
slakh,train,Track00429,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00429/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00429/all_src.mid,9,288.18285714285713
slakh,train,Track00430,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00430/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00430/all_src.mid,12,179.06068027210884
slakh,train,Track00431,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00431/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00431/all_src.mid,13,350.6793650793651
slakh,train,Track00432,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00432/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00432/all_src.mid,8,235.83346938775512
slakh,train,Track00433,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00433/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00433/all_src.mid,9,213.42621315192744
slakh,train,Track00434,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00434/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00434/all_src.mid,9,210.79074829931972
slakh,train,Track00435,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00435/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00435/all_src.mid,9,255.2801814058957
slakh,train,Track00436,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00436/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00436/all_src.mid,11,356.1708843537415
slakh,train,Track00437,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00437/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00437/all_src.mid,14,243.47283446712018
slakh,train,Track00438,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00438/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00438/all_src.mid,12,182.41596371882085
slakh,train,Track00439,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00439/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00439/all_src.mid,10,233.88299319727892
slakh,train,Track00440,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00440/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00440/all_src.mid,14,271.2322902494331
slakh,train,Track00441,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00441/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00441/all_src.mid,11,206.6459863945578
slakh,train,Track00442,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00442/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00442/all_src.mid,10,179.86176870748298
slakh,train,Track00443,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00443/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00443/all_src.mid,8,339.45251700680274
slakh,train,Track00444,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00444/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00444/all_src.mid,10,339.18548752834465
slakh,train,Track00445,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00445/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00445/all_src.mid,8,222.1104761904762
slakh,train,Track00446,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00446/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00446/all_src.mid,13,190.84480725623584
slakh,train,Track00447,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00447/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00447/all_src.mid,14,215.69015873015874
slakh,train,Track00448,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00448/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00448/all_src.mid,10,225.76761904761904
slakh,train,Track00449,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00449/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00449/all_src.mid,15,256.06965986394556
slakh,train,Track00451,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00451/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00451/all_src.mid,8,268.89868480725625
slakh,train,Track00452,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00452/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00452/all_src.mid,9,235.60126984126984
slakh,train,Track00453,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00453/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00453/all_src.mid,11,258.9953741496599
slakh,train,Track00454,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00454/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00454/all_src.mid,11,251.25151927437642
slakh,train,Track00455,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00455/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00455/all_src.mid,7,257.4048072562358
slakh,train,Track00456,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00456/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00456/all_src.mid,10,206.785306122449
slakh,train,Track00457,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00457/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00457/all_src.mid,10,232.5362358276644
slakh,train,Track00458,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00458/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00458/all_src.mid,12,244.88925170068026
slakh,train,Track00459,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00459/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00459/all_src.mid,8,301.00027210884355
slakh,train,Track00460,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00460/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00460/all_src.mid,9,266.76244897959185
slakh,train,Track00461,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00461/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00461/all_src.mid,7,229.7730612244898
slakh,train,Track00462,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00462/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00462/all_src.mid,11,324.31310657596373
slakh,train,Track00463,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00463/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00463/all_src.mid,11,263.6277551020408
slakh,train,Track00464,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00464/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00464/all_src.mid,8,165.08226757369616
slakh,train,Track00465,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00465/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00465/all_src.mid,11,258.9953741496599
slakh,train,Track00466,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00466/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00466/all_src.mid,9,214.58721088435374
slakh,train,Track00467,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00467/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00467/all_src.mid,13,254.10757369614512
slakh,train,Track00468,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00468/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00468/all_src.mid,10,217.73351473922904
slakh,train,Track00469,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00469/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00469/all_src.mid,11,362.80018140589567
slakh,train,Track00471,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00471/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00471/all_src.mid,10,191.43691609977324
slakh,train,Track00472,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00472/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00472/all_src.mid,9,293.9530158730159
slakh,train,Track00473,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00473/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00473/all_src.mid,11,350.00598639455785
slakh,train,Track00474,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00474/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00474/all_src.mid,7,218.63909297052155
slakh,train,Track00475,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00475/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00475/all_src.mid,9,197.92689342403628
slakh,train,Track00477,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00477/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00477/all_src.mid,9,192.91138321995464
slakh,train,Track00478,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00478/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00478/all_src.mid,19,261.6192290249433
slakh,train,Track00479,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00479/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00479/all_src.mid,11,255.54721088435375
slakh,train,Track00480,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00480/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00480/all_src.mid,14,242.60208616780045
slakh,train,Track00481,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00481/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00481/all_src.mid,10,268.1556462585034
slakh,train,Track00482,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00482/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00482/all_src.mid,10,251.3792290249433
slakh,train,Track00483,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00483/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00483/all_src.mid,15,262.2461678004535
slakh,train,Track00484,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00484/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00484/all_src.mid,12,203.33714285714285
slakh,train,Track00485,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00485/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00485/all_src.mid,11,258.9953741496599
slakh,train,Track00487,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00487/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00487/all_src.mid,7,165.0009977324263
slakh,train,Track00488,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00488/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00488/all_src.mid,8,269.4095238095238
slakh,train,Track00489,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00489/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00489/all_src.mid,12,252.02938775510205
slakh,train,Track00490,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00490/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00490/all_src.mid,12,266.91337868480724
slakh,train,Track00491,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00491/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00491/all_src.mid,7,392.9745124716553
slakh,train,Track00492,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00492/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00492/all_src.mid,9,193.75891156462586
slakh,train,Track00493,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00493/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00493/all_src.mid,7,195.221768707483
slakh,train,Track00494,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00494/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00494/all_src.mid,8,268.89868480725625
slakh,train,Track00496,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00496/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00496/all_src.mid,19,341.4378231292517
slakh,train,Track00497,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00497/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00497/all_src.mid,15,401.84453514739226
slakh,train,Track00498,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00498/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00498/all_src.mid,11,261.45668934240365
slakh,train,Track00499,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00499/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00499/all_src.mid,10,221.52997732426303
slakh,train,Track00500,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00500/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00500/all_src.mid,7,299.1310657596372
slakh,train,Track00501,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00501/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00501/all_src.mid,14,281.90185941043086
slakh,train,Track00502,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00502/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00502/all_src.mid,15,236.61133786848072
slakh,train,Track00503,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00503/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00503/all_src.mid,12,243.13614512471656
slakh,train,Track00505,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00505/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00505/all_src.mid,9,232.59428571428572
slakh,train,Track00506,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00506/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00506/all_src.mid,15,290.911201814059
slakh,train,Track00507,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00507/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00507/all_src.mid,9,292.02575963718823
slakh,train,Track00508,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00508/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00508/all_src.mid,9,368.40780045351477
slakh,train,Track00509,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00509/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00509/all_src.mid,11,219.01061224489797
slakh,train,Track00510,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00510/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00510/all_src.mid,15,215.80625850340135
slakh,train,Track00511,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00511/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00511/all_src.mid,9,245.0750113378685
slakh,train,Track00512,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00512/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00512/all_src.mid,9,239.5138321995465
slakh,train,Track00513,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00513/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00513/all_src.mid,11,243.78630385487529
slakh,train,Track00514,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00514/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00514/all_src.mid,12,231.27074829931973
slakh,train,Track00515,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00515/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00515/all_src.mid,7,174.6140589569161
slakh,train,Track00516,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00516/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00516/all_src.mid,8,218.836462585034
slakh,train,Track00517,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00517/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00517/all_src.mid,11,212.43936507936507
slakh,train,Track00518,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00518/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00518/all_src.mid,9,200.88743764172335
slakh,train,Track00519,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00519/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00519/all_src.mid,6,243.00843537414966
slakh,train,Track00520,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00520/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00520/all_src.mid,16,195.0360090702948
slakh,train,Track00522,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00522/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00522/all_src.mid,12,237.9348752834467
slakh,train,Track00523,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00523/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00523/all_src.mid,16,433.2030839002268
slakh,train,Track00524,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00524/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00524/all_src.mid,8,125.41097505668934
slakh,train,Track00525,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00525/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00525/all_src.mid,10,235.71736961451248
slakh,train,Track00526,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00526/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00526/all_src.mid,12,308.56997732426305
slakh,train,Track00527,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00527/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00527/all_src.mid,11,321.7008616780045
slakh,train,Track00528,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00528/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00528/all_src.mid,8,210.08253968253968
slakh,train,Track00529,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00529/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00529/all_src.mid,16,382.8157823129252
slakh,train,Track00530,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00530/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00530/all_src.mid,11,356.1708843537415
slakh,train,Track00531,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00531/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00531/all_src.mid,10,190.7287074829932
slakh,train,Track00532,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00532/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00532/all_src.mid,13,238.2483446712018
slakh,train,Track00533,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00533/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00533/all_src.mid,13,205.34566893424036
slakh,train,Track00534,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00534/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00534/all_src.mid,10,170.79437641723356
slakh,train,Track00535,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00535/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00535/all_src.mid,13,251.30956916099774
slakh,train,Track00537,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00537/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00537/all_src.mid,10,283.28344671201813
slakh,train,Track00538,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00538/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00538/all_src.mid,12,290.8763718820862
slakh,train,Track00540,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00540/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00540/all_src.mid,10,187.23410430839002
slakh,train,Track00541,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00541/mix.flac,/deepfreeze/share/pnlong/slakh2100_flac_redux/train/Track00541/all_src.mid,14,303.18294784580496
